panel,arm,rep,seconds,cost,target
"disconnected bridges, seed100",fixed,2,0.08898156508803368,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.09210795629769564,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.0952358883805573,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.09837519936263561,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.101527851074934,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.10466453339904547,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.10781898396089673,9.053944371340117,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.11096349637955427,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.1141036981716752,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.11725046904757619,9.053944371339995,15.170246702731902
"disconnected bridges, seed100",fixed,2,0.12039117002859712,9.053944371339995,15.170246702731902
